transaction_id,user_id,merchant_id,amount,transaction_type,merchant_category,device_type,country,hour,day_of_week,is_weekend,account_age_days,customer_tenure_months,prior_txn_24h,prior_txn_7d,avg_amount_30d,days_since_last_txn,chargeback_history,failed_login_24h,credit_score_band,is_foreign_txn,is_high_risk_country,is_new_device,merchant_risk_score,fraud_label
TXN000203,54555,713,17.13,purchase,food_delivery,tablet,CA,20,0,0,1496,49,1,9,16.52,13,0,0,excellent,0,0,1,56,0
TXN000204,72972,279,12.18,purchase,fashion,mobile,IN,8,6,1,3221,107,3,11,9.6,0,0,0,very_good,0,0,0,15,0
TXN000205,51167,926,56.24,purchase,health,tablet,DE,13,0,0,2663,88,3,10,38.07,10,0,1,good,0,0,0,4,0
TXN000206,33928,872,67.64,purchase,finance,mobile,AE,17,3,0,2947,98,3,8,60.67,9,1,1,good,0,1,0,28,0
TXN000207,78779,984,58.39,purchase,grocery,mobile,US,11,2,0,2700,90,2,9,64.08,0,0,0,good,0,0,1,50,0
TXN000208,97224,920,41.2,purchase,finance,mobile,CA,9,4,0,729,24,8,12,53.41,4,0,0,fair,0,0,0,4,0
TXN000209,33716,319,27.34,purchase,food_delivery,mobile,FR,7,3,0,1910,63,1,7,12.59,6,0,0,good,0,0,0,37,0
TXN000210,80086,290,44.25,purchase,gaming,mobile,UK,3,6,1,1918,63,3,9,63.23,8,0,0,very_good,1,0,0,32,0
TXN000211,33502,408,51.49,transfer,finance,mobile,BR,0,0,0,2342,78,1,8,41.89,11,0,0,good,0,1,0,88,1
TXN000212,74519,522,54.35,purchase,utilities,desktop,CA,8,6,1,2906,96,2,8,63.99,15,1,0,very_good,0,0,0,42,0
TXN000213,81009,891,382.38,subscription,grocery,desktop,AE,19,4,0,412,13,0,11,259.54,1,1,0,very_good,0,1,0,11,0
TXN000214,50442,759,15.98,bill_payment,utilities,mobile,SG,5,5,1,2462,82,2,7,6.66,3,0,0,very_good,0,0,0,25,0
TXN000215,76322,679,667.4,purchase,electronics,mobile,UK,4,0,0,3040,101,1,11,337.78,0,0,0,good,0,0,0,83,0
TXN000216,34501,889,11.81,purchase,fashion,desktop,BR,7,0,0,422,14,2,15,9.46,0,0,1,fair,0,1,0,2,0
TXN000217,17132,680,51.79,purchase,electronics,mobile,UK,14,2,0,1515,50,2,8,54.75,1,0,0,very_good,0,0,0,14,0
TXN000218,18675,440,12.49,purchase,travel,mobile,IN,5,2,0,3268,108,1,7,11.36,2,0,0,very_good,0,0,0,2,0
TXN000219,50231,471,48.21,purchase,utilities,mobile,IN,5,5,1,89,2,1,8,39.77,6,0,0,poor,0,0,0,5,0
TXN000220,91233,564,88.58,purchase,education,mobile,FR,2,6,1,587,19,2,9,109.43,0,0,0,excellent,0,0,0,93,0
TXN000221,21481,179,37.69,purchase,education,mobile,US,7,2,0,2934,97,1,10,33.94,4,0,0,excellent,1,0,1,100,0
TXN000222,51019,766,87.86,purchase,electronics,desktop,US,5,5,1,627,20,6,8,86.45,15,0,0,very_good,0,0,0,74,0
TXN000223,73362,686,25.0,purchase,health,desktop,AU,19,0,0,2562,85,1,10,45.83,20,0,0,fair,0,0,0,10,0
TXN000224,28212,757,5.78,subscription,travel,desktop,IN,21,5,1,3288,109,2,15,5.19,6,1,0,very_good,0,0,0,70,0
TXN000225,74944,580,64.33,purchase,gaming,mobile,DE,8,0,0,1820,60,1,9,44.47,1,1,0,good,0,0,0,78,0
TXN000226,37535,803,37.62,purchase,grocery,desktop,US,2,4,0,1769,58,4,10,39.29,5,0,0,good,0,0,0,79,0
TXN000227,82778,953,23.77,cash_out,grocery,desktop,CA,2,2,0,1565,52,2,8,26.63,1,0,0,poor,0,0,0,75,0
TXN000228,62129,612,25.29,purchase,utilities,mobile,FR,7,2,0,1361,45,3,10,25.04,3,0,0,very_good,0,0,0,70,0
TXN000229,59221,499,52.77,subscription,health,mobile,US,11,1,0,1387,46,2,7,49.98,4,0,0,good,0,0,1,45,0
TXN000230,25909,194,17.58,purchase,gaming,mobile,CA,12,2,0,2021,67,1,8,23.64,2,0,0,good,0,0,0,7,0
TXN000231,51688,800,51.3,purchase,electronics,mobile,AE,7,6,1,3268,108,2,6,67.06,3,0,0,good,0,1,0,83,0
TXN000232,87094,912,106.67,bill_payment,food_delivery,mobile,US,8,5,1,3582,119,3,13,92.26,9,0,0,good,0,0,0,93,0
TXN000233,11757,728,233.71,purchase,gaming,mobile,BR,6,2,0,3160,105,5,11,165.22,5,0,0,good,0,1,0,51,0
TXN000234,78265,878,129.55,purchase,travel,mobile,UK,12,2,0,437,14,3,8,133.28,11,0,0,good,0,0,1,43,0
TXN000235,54348,874,42.33,bill_payment,education,mobile,FR,16,3,0,1120,37,3,11,29.85,0,0,0,poor,0,0,0,92,0
TXN000236,74750,817,46.15,transfer,fashion,mobile,BR,1,4,0,2763,92,0,10,53.79,9,1,0,good,0,1,0,46,0
TXN000237,69696,552,25.53,subscription,health,tablet,SG,11,1,0,1991,66,2,8,26.22,1,0,0,poor,0,0,0,38,0
TXN000238,48887,189,24.07,purchase,finance,mobile,US,15,5,1,1220,40,2,12,40.94,0,0,0,very_good,0,0,0,89,0
TXN000239,37779,102,80.22,purchase,gaming,mobile,IN,16,6,1,1136,37,2,14,107.65,6,1,0,good,0,0,0,93,0
TXN000240,66457,283,27.75,subscription,electronics,mobile,BR,13,5,1,428,14,1,7,15.99,1,0,1,very_good,0,1,0,21,0
TXN000241,22620,487,50.88,purchase,grocery,desktop,UK,12,3,0,1213,40,3,15,37.87,0,0,0,good,1,0,0,28,0
TXN000242,62568,768,15.39,purchase,electronics,mobile,US,16,2,0,1540,51,1,9,5.01,2,0,0,fair,0,0,0,32,0
TXN000243,18522,509,125.62,transfer,health,tablet,US,9,2,0,1518,50,1,9,32.49,1,0,1,good,0,0,1,16,0
TXN000244,68485,120,27.38,purchase,travel,mobile,AE,13,5,1,2003,66,2,8,25.58,10,0,0,fair,1,1,0,86,0
TXN000245,66586,289,97.43,purchase,fashion,mobile,AU,7,3,0,997,33,2,11,52.83,0,1,0,good,0,0,0,98,0
TXN000246,17599,980,19.42,purchase,education,mobile,IN,10,0,0,752,25,2,6,27.04,0,0,0,very_good,0,0,0,52,0
TXN000247,78173,988,18.52,purchase,fashion,mobile,BR,2,4,0,3239,107,1,10,23.1,1,0,0,fair,0,1,0,72,0
TXN000248,47422,439,120.93,subscription,travel,desktop,IN,8,0,0,1479,49,2,6,98.99,1,1,0,good,0,0,0,43,0
TXN000249,80818,823,20.83,cash_out,utilities,desktop,DE,3,6,1,930,31,0,9,16.7,1,1,0,poor,0,0,1,100,0
TXN000250,13745,746,8.93,purchase,electronics,mobile,DE,5,2,0,2320,77,0,4,12.02,0,0,0,good,0,0,0,96,0
TXN000251,26150,937,14.35,purchase,grocery,tablet,IN,10,2,0,1979,65,2,10,20.3,7,0,0,good,1,0,1,75,0
TXN000252,54458,897,79.13,purchase,travel,mobile,US,12,0,0,2104,70,1,9,49.08,2,0,0,poor,1,0,0,89,0
TXN000253,26940,665,72.57,purchase,health,mobile,SG,22,1,0,809,26,1,10,42.21,0,1,0,poor,0,0,0,14,0
TXN000254,39687,454,18.43,purchase,grocery,mobile,FR,0,6,1,2639,87,3,7,14.92,5,0,0,very_good,1,0,0,89,0
TXN000255,69453,663,20.73,bill_payment,utilities,mobile,CA,21,3,0,702,23,2,7,21.34,2,1,0,good,0,0,0,43,0
TXN000256,23007,386,67.07,purchase,electronics,desktop,IN,7,6,1,3053,101,2,11,50.03,5,0,1,good,1,0,0,22,0
TXN000257,70992,412,119.62,purchase,utilities,mobile,US,17,6,1,1548,51,2,6,123.89,1,0,0,very_good,0,0,0,94,0
TXN000258,19306,647,34.4,bill_payment,health,mobile,AE,16,0,0,1493,49,2,12,51.09,3,0,0,poor,0,1,0,85,0
TXN000259,25766,613,60.27,purchase,electronics,mobile,SG,23,2,0,1418,47,0,4,28.82,0,0,0,very_good,0,0,0,14,0
TXN000260,62887,622,80.33,bill_payment,fashion,mobile,SG,2,5,1,1544,51,5,20,61.56,22,0,0,very_good,0,0,0,66,0
TXN000261,81412,445,254.09,purchase,fashion,mobile,UK,23,3,0,2428,80,1,7,122.95,4,0,0,good,0,0,0,89,0
TXN000262,25353,467,12.93,purchase,grocery,desktop,US,1,3,0,1813,60,3,19,8.39,20,0,1,good,0,0,1,70,0
TXN000263,36999,109,20.05,bill_payment,travel,mobile,US,21,3,0,463,15,3,10,16.27,3,0,0,good,0,0,0,49,0
TXN000264,93259,640,23.2,purchase,education,mobile,US,15,4,0,2067,68,1,3,15.82,0,0,1,very_good,1,0,1,5,0
TXN000265,99070,617,77.07,purchase,travel,mobile,US,11,6,1,975,32,1,7,81.39,7,0,0,poor,0,0,0,50,0
TXN000266,62294,940,29.17,purchase,food_delivery,mobile,US,9,6,1,396,13,3,11,27.57,6,0,0,very_good,0,0,0,56,0
TXN000267,50232,553,48.47,subscription,grocery,mobile,AE,2,4,0,3065,102,2,7,47.97,0,0,0,good,1,1,0,85,0
TXN000268,41217,520,40.84,purchase,grocery,desktop,US,19,4,0,1141,38,3,11,33.0,2,0,0,very_good,0,0,0,22,0
TXN000269,65120,160,36.66,purchase,grocery,tablet,US,17,2,0,2172,72,0,11,30.63,3,0,0,excellent,0,0,0,21,0
TXN000270,63181,276,40.31,transfer,travel,mobile,FR,22,0,0,628,20,2,9,32.04,7,0,0,fair,0,0,0,93,0
TXN000271,36527,403,92.47,subscription,finance,tablet,IN,17,4,0,1239,41,1,8,76.32,7,0,0,good,0,0,1,84,0
TXN000272,12052,439,15.28,purchase,grocery,mobile,BR,22,0,0,1408,46,0,7,15.67,2,0,0,good,0,1,0,57,0
TXN000273,23634,426,32.02,purchase,grocery,mobile,IN,21,4,0,489,16,3,10,10.34,0,0,0,good,0,0,0,45,0
TXN000274,96269,454,12.26,purchase,utilities,desktop,SG,10,3,0,3552,118,1,5,12.09,2,0,1,fair,0,0,0,62,0
TXN000275,47633,791,44.88,purchase,education,desktop,IN,16,5,1,1138,37,0,10,28.7,2,0,0,good,0,0,0,16,0
TXN000276,53406,217,30.69,purchase,fashion,desktop,IN,6,6,1,2127,70,1,4,24.5,1,0,0,very_good,0,0,0,25,0
TXN000277,52039,398,95.81,purchase,finance,mobile,AU,19,3,0,2064,68,1,7,41.35,11,0,0,excellent,0,0,1,55,0
TXN000278,80445,246,36.44,purchase,fashion,mobile,DE,14,4,0,1567,52,3,13,28.88,13,0,0,very_good,0,0,0,43,0
TXN000279,15846,376,24.55,purchase,fashion,mobile,CA,10,3,0,2137,71,3,9,24.14,5,0,0,good,0,0,0,18,0
TXN000280,17445,715,29.31,subscription,gaming,mobile,DE,15,2,0,2066,68,3,11,30.4,0,0,0,fair,0,0,0,53,0
TXN000281,34825,142,172.62,purchase,education,desktop,US,6,0,0,293,9,1,9,93.92,0,0,0,poor,0,0,0,66,0
TXN000282,53798,405,8.91,bill_payment,fashion,mobile,BR,14,0,0,2442,81,1,4,9.11,9,0,0,very_good,0,1,1,82,0
TXN000283,70400,121,20.81,bill_payment,food_delivery,mobile,UK,11,5,1,417,13,1,12,25.84,9,0,0,good,0,0,0,63,0
TXN000284,54163,958,37.8,purchase,fashion,mobile,US,7,6,1,1588,52,3,12,28.42,0,1,0,very_good,0,0,0,62,0
TXN000285,49704,753,20.64,bill_payment,food_delivery,mobile,UK,23,0,0,1331,44,3,10,18.58,0,0,2,good,0,0,1,56,0
TXN000286,94403,318,56.92,cash_out,electronics,mobile,FR,1,2,0,1634,54,7,13,15.91,9,0,0,fair,0,0,0,12,0
TXN000287,24491,278,34.78,purchase,gaming,mobile,UK,18,4,0,263,8,2,7,21.94,9,0,0,fair,0,0,1,39,0
TXN000288,61454,188,46.08,transfer,education,mobile,AU,5,4,0,2560,85,4,10,45.21,2,0,0,good,0,0,0,46,0
TXN000289,58801,525,40.69,purchase,grocery,mobile,FR,5,5,1,1528,50,1,11,48.28,1,0,1,good,0,0,1,53,0
TXN000290,52613,777,33.36,subscription,education,mobile,US,3,4,0,223,7,3,9,24.03,9,1,0,fair,0,0,1,30,1
TXN000291,82682,625,11.45,purchase,education,mobile,BR,2,0,0,13,1,2,9,19.47,0,0,0,fair,0,1,0,75,0
TXN000292,34027,892,42.88,purchase,education,desktop,UK,2,1,0,1971,65,0,6,42.63,4,0,0,good,1,0,0,54,0
TXN000293,95838,409,7.49,purchase,travel,mobile,US,19,3,0,2432,81,2,12,3.88,1,0,2,good,1,0,0,31,0
TXN000294,39840,350,19.99,bill_payment,food_delivery,mobile,AU,22,0,0,1998,66,1,15,25.71,0,0,0,excellent,0,0,0,47,0
TXN000295,59049,529,56.84,purchase,food_delivery,mobile,SG,14,2,0,2629,87,0,6,29.79,3,0,0,very_good,0,0,0,71,0
TXN000296,56859,281,106.77,purchase,travel,tablet,UK,0,2,0,2762,92,2,11,106.61,0,1,0,fair,0,0,0,3,0
TXN000297,86479,977,303.22,purchase,food_delivery,desktop,IN,20,6,1,3182,106,2,7,188.37,1,0,0,very_good,0,0,0,35,0
TXN000298,49501,267,24.89,purchase,utilities,mobile,UK,14,2,0,3586,119,2,8,12.27,7,0,1,good,0,0,0,21,0
TXN000299,35610,530,16.8,cash_out,finance,mobile,IN,12,6,1,3229,107,2,13,19.97,6,0,0,excellent,0,0,1,33,0
TXN000300,11945,569,58.56,transfer,food_delivery,mobile,IN,22,4,0,2904,96,4,9,48.14,3,0,0,good,0,0,0,67,0
TXN000301,42730,151,196.95,purchase,food_delivery,tablet,IN,9,4,0,1573,52,3,10,279.22,0,0,0,fair,0,0,0,22,0
TXN000302,84365,521,145.4,purchase,finance,mobile,IN,8,5,1,1839,61,3,10,86.46,4,1,0,fair,1,0,0,55,0
TXN000303,10892,508,14.42,purchase,grocery,mobile,US,18,5,1,2248,74,0,9,6.23,2,0,0,excellent,0,0,1,38,0
TXN000304,90653,333,32.25,purchase,food_delivery,tablet,AU,12,1,0,619,20,5,15,24.38,2,0,0,excellent,0,0,0,6,0
TXN000305,58853,215,78.68,cash_out,fashion,desktop,IN,17,2,0,2473,82,1,12,139.04,2,0,0,good,0,0,0,89,0
TXN000306,22622,140,83.74,transfer,travel,mobile,AU,16,3,0,2147,71,2,10,96.32,2,0,1,good,1,0,0,60,0
TXN000307,37195,107,62.34,purchase,utilities,mobile,US,20,6,1,1899,63,2,7,66.46,0,0,1,good,0,0,0,30,0
TXN000308,59862,532,24.44,purchase,grocery,mobile,DE,7,0,0,3045,101,0,9,26.3,0,0,0,very_good,0,0,1,51,0
TXN000309,38411,180,61.85,purchase,finance,mobile,CA,1,3,0,2508,83,2,9,46.67,1,0,0,good,0,0,0,99,0
TXN000310,19771,962,84.47,purchase,gaming,mobile,US,11,1,0,3403,113,2,11,145.19,1,1,0,fair,0,0,0,16,0
TXN000311,69938,320,15.82,purchase,grocery,tablet,US,15,1,0,3564,118,3,10,16.41,1,0,0,good,0,0,0,86,0
TXN000312,70500,686,121.17,subscription,electronics,tablet,DE,19,5,1,3012,100,2,15,122.3,0,0,1,good,0,0,0,1,0
TXN000313,20698,705,89.37,purchase,health,mobile,BR,6,1,0,1088,36,1,10,106.84,3,0,0,good,0,1,0,87,0
TXN000314,35310,545,18.77,bill_payment,gaming,mobile,US,17,5,1,690,23,0,8,9.72,3,0,0,very_good,0,0,0,34,0
TXN000315,31948,894,84.13,purchase,health,mobile,FR,19,6,1,1093,36,6,12,53.52,0,0,0,excellent,0,0,0,30,0
TXN000316,69347,199,76.08,purchase,electronics,mobile,IN,19,5,1,2601,86,1,8,62.87,4,0,1,fair,0,0,0,78,0
TXN000317,75725,310,78.73,purchase,grocery,desktop,BR,19,1,0,3154,105,2,9,94.27,4,0,0,excellent,1,1,0,17,0
TXN000318,75428,326,151.17,purchase,electronics,mobile,DE,23,0,0,3212,107,2,4,77.18,0,0,0,very_good,1,0,0,14,0
TXN000319,94487,221,36.26,purchase,travel,mobile,DE,15,3,0,2496,83,1,9,31.9,0,0,0,good,0,0,0,47,0
TXN000320,79177,365,49.32,purchase,utilities,mobile,IN,8,3,0,2486,82,3,12,41.3,4,0,0,fair,0,0,0,95,0
TXN000321,38860,381,3.4,transfer,fashion,mobile,SG,10,5,1,3474,115,0,8,3.0,3,0,0,good,0,0,0,34,0
TXN000322,19696,787,99.91,purchase,education,mobile,DE,17,2,0,2503,83,1,5,74.66,0,1,0,excellent,1,0,1,55,0
TXN000323,65317,371,91.62,subscription,electronics,desktop,IN,5,1,0,515,17,2,11,97.36,1,0,1,very_good,0,0,1,40,0
TXN000324,92440,888,124.02,transfer,health,desktop,IN,14,6,1,1826,60,3,7,56.43,4,0,1,good,0,0,0,76,0
TXN000325,97763,794,15.75,purchase,utilities,mobile,AU,13,6,1,1309,43,2,6,20.84,6,1,0,poor,0,0,1,90,0
TXN000326,30719,910,86.99,purchase,travel,desktop,US,15,4,0,2325,77,3,13,90.51,1,0,0,good,0,0,0,98,0
TXN000327,31280,194,91.55,purchase,fashion,mobile,IN,10,4,0,2321,77,1,8,91.9,4,0,0,good,0,0,0,27,0
TXN000328,13367,985,20.37,purchase,health,desktop,DE,17,6,1,1075,35,2,7,18.38,8,0,0,very_good,0,0,0,27,0
TXN000329,22713,651,94.67,transfer,grocery,mobile,SG,1,3,0,1094,36,2,6,54.18,1,0,0,very_good,0,0,0,93,0
TXN000330,59936,983,55.52,bill_payment,finance,mobile,DE,17,1,0,325,10,5,16,39.15,2,0,1,good,0,0,0,59,0
TXN000331,59211,419,7.94,purchase,finance,tablet,DE,19,4,0,1071,35,6,10,8.01,2,0,0,fair,0,0,0,33,0
TXN000332,43382,956,61.93,purchase,education,mobile,AE,21,3,0,3021,100,3,5,43.63,5,0,0,good,0,1,1,35,0
TXN000333,37895,629,18.35,subscription,education,mobile,DE,22,5,1,2391,79,4,12,17.55,0,1,0,fair,0,0,0,18,0
TXN000334,84680,164,8.1,transfer,education,mobile,US,8,5,1,3442,114,0,12,5.11,3,0,0,fair,0,0,1,9,0
TXN000335,51402,468,50.9,purchase,food_delivery,mobile,US,1,3,0,3381,112,0,7,52.7,6,0,0,good,0,0,0,35,0
TXN000336,82741,223,34.51,cash_out,gaming,mobile,US,15,2,0,3127,104,3,12,36.51,0,0,1,very_good,0,0,1,80,0
TXN000337,96688,946,129.47,purchase,utilities,mobile,US,2,2,0,656,21,0,11,53.3,2,0,0,good,0,0,0,66,0
TXN000338,38542,373,43.1,purchase,travel,desktop,DE,6,4,0,1219,40,5,15,39.66,1,0,0,very_good,1,0,0,2,0
TXN000339,28246,299,73.75,purchase,electronics,mobile,BR,16,4,0,210,7,0,6,32.71,3,0,0,excellent,0,1,0,5,0
TXN000340,95759,597,57.85,purchase,education,mobile,AU,14,3,0,342,11,4,12,19.77,5,1,0,poor,0,0,1,87,0
TXN000341,67134,482,91.73,cash_out,education,mobile,US,14,3,0,844,28,0,6,66.21,0,0,0,very_good,0,0,0,80,0
TXN000342,36182,187,16.48,purchase,utilities,desktop,IN,18,6,1,1023,34,4,12,28.66,17,0,0,poor,0,0,0,80,0
TXN000343,65966,834,43.76,purchase,travel,mobile,US,3,1,0,57,1,2,18,49.56,0,0,0,poor,0,0,1,87,0
TXN000344,56354,860,32.24,purchase,gaming,mobile,AE,18,1,0,3076,102,3,11,42.48,4,0,0,fair,0,1,0,64,0
TXN000345,91496,767,65.91,purchase,health,mobile,US,14,5,1,1924,64,2,11,71.35,1,0,0,fair,0,0,0,34,0
TXN000346,33036,654,46.07,purchase,travel,desktop,IN,10,6,1,2394,79,3,13,44.3,1,0,0,very_good,0,0,0,60,0
TXN000347,99223,461,21.06,purchase,food_delivery,desktop,UK,11,4,0,2385,79,2,9,24.61,0,0,0,very_good,0,0,0,65,0
TXN000348,94242,587,27.0,subscription,gaming,mobile,IN,12,2,0,3528,117,1,5,19.12,8,0,0,very_good,0,0,1,85,0
TXN000349,26262,568,161.36,purchase,food_delivery,desktop,CA,13,2,0,538,17,2,13,168.0,1,0,0,good,0,0,0,54,0
TXN000350,24814,248,7.97,transfer,gaming,mobile,BR,8,3,0,1251,41,2,9,9.99,4,0,0,very_good,0,1,0,6,0
TXN000351,57983,173,69.3,purchase,grocery,mobile,US,5,0,0,1126,37,5,21,76.91,1,0,1,very_good,0,0,0,63,0
TXN000352,14041,327,111.87,transfer,utilities,mobile,SG,4,3,0,2013,67,3,9,142.39,0,1,0,excellent,0,0,0,74,0
TXN000353,36891,508,61.62,cash_out,health,mobile,IN,8,1,0,1921,64,2,11,58.83,9,0,1,very_good,1,0,0,95,0
TXN000354,49158,244,215.7,purchase,food_delivery,mobile,BR,6,1,0,2883,96,1,7,303.62,1,0,0,good,0,1,0,19,0
TXN000355,97242,195,85.17,purchase,health,mobile,FR,12,3,0,2046,68,3,10,71.33,3,0,0,good,0,0,0,87,0
TXN000356,99312,865,51.71,bill_payment,travel,mobile,AE,21,6,1,854,28,1,7,79.39,4,0,0,good,0,1,0,3,0
TXN000357,23638,437,24.05,purchase,utilities,mobile,US,2,1,0,2061,68,1,12,25.78,23,0,2,fair,0,0,0,74,0
TXN000358,90250,625,52.58,subscription,travel,mobile,UK,7,6,1,3518,117,1,6,41.27,5,0,1,very_good,0,0,0,32,0
TXN000359,18183,571,67.59,purchase,utilities,desktop,UK,1,3,0,2113,70,1,9,36.92,2,0,0,excellent,1,0,1,12,0
TXN000360,77373,760,36.71,purchase,gaming,desktop,UK,23,6,1,2162,72,2,10,24.14,2,0,1,excellent,0,0,1,33,0
TXN000361,86106,765,18.75,purchase,electronics,mobile,IN,16,2,0,643,21,1,5,11.48,5,0,2,fair,0,0,0,56,0
TXN000362,90170,366,12.38,bill_payment,electronics,mobile,AE,5,6,1,29,1,3,13,10.81,0,0,0,poor,0,1,1,20,0
TXN000363,30107,862,43.24,purchase,utilities,mobile,AE,9,4,0,765,25,3,5,22.39,3,0,1,fair,0,1,1,56,0
TXN000364,90409,433,9.66,transfer,health,mobile,IN,17,4,0,92,3,0,9,12.44,3,0,0,very_good,0,0,0,72,0
TXN000365,20438,850,23.94,subscription,travel,mobile,IN,22,3,0,1651,55,2,10,22.34,1,0,0,very_good,0,0,0,88,0
TXN000366,56696,463,4.1,purchase,finance,mobile,FR,13,3,0,3220,107,2,12,3.78,6,0,0,very_good,0,0,0,56,0
TXN000367,52258,199,77.46,purchase,education,desktop,SG,6,3,0,1631,54,0,10,42.63,8,0,0,excellent,0,0,0,61,0
TXN000368,38433,783,103.4,purchase,education,mobile,US,16,5,1,2355,78,4,12,69.2,3,0,0,fair,0,0,0,93,0
TXN000369,11990,127,39.29,purchase,education,mobile,IN,16,5,1,3123,104,2,9,9.19,0,0,1,good,0,0,0,4,0
TXN000370,79480,794,190.25,subscription,fashion,mobile,FR,15,0,0,2785,92,3,11,263.56,3,0,1,very_good,0,0,0,77,0
TXN000371,40202,138,123.06,purchase,electronics,desktop,UK,1,4,0,2375,79,1,9,58.41,1,0,0,fair,0,0,0,98,0
TXN000372,69548,285,56.36,purchase,food_delivery,mobile,DE,16,5,1,2861,95,2,8,28.04,11,0,0,good,0,0,0,83,0
TXN000373,46919,642,33.05,subscription,electronics,desktop,AE,0,5,1,1024,34,4,12,43.76,0,0,0,good,0,1,1,93,0
TXN000374,43628,946,26.72,purchase,food_delivery,mobile,AE,21,3,0,1535,51,3,10,27.15,19,0,1,good,0,1,0,91,0
TXN000375,89765,467,60.72,purchase,fashion,mobile,SG,21,2,0,1456,48,2,5,56.85,0,0,2,excellent,1,0,0,59,0
TXN000376,18501,208,32.23,purchase,grocery,mobile,BR,13,4,0,2915,97,4,8,32.3,5,0,2,fair,0,1,1,81,0
TXN000377,76294,309,59.94,purchase,food_delivery,mobile,UK,15,4,0,1492,49,1,10,71.1,2,0,0,good,0,0,0,37,0
TXN000378,77210,905,64.08,subscription,education,tablet,UK,1,2,0,3422,114,0,5,59.59,5,1,0,excellent,0,0,0,12,0
TXN000379,44198,753,29.77,purchase,food_delivery,mobile,IN,20,2,0,681,22,0,5,13.01,0,0,0,good,0,0,0,9,0
TXN000380,33621,190,98.12,purchase,education,tablet,IN,6,2,0,629,20,2,11,109.89,6,0,0,very_good,0,0,0,19,0
TXN000381,10477,446,29.79,purchase,electronics,mobile,IN,6,0,0,2614,87,2,10,30.59,1,0,0,excellent,0,0,0,73,0
TXN000382,94312,337,37.31,purchase,finance,desktop,IN,16,0,0,2789,92,2,6,46.69,2,0,0,fair,0,0,0,41,0
TXN000383,95294,259,15.18,subscription,grocery,tablet,CA,22,0,0,2478,82,1,9,7.97,4,0,0,poor,0,0,0,82,0
TXN000384,31687,860,28.69,purchase,fashion,mobile,BR,11,2,0,1124,37,5,15,19.54,4,0,0,poor,1,1,0,34,0
TXN000385,12871,655,255.28,cash_out,finance,mobile,UK,12,3,0,34,1,3,14,259.78,2,0,0,poor,0,0,0,80,0
TXN000386,21048,261,16.28,cash_out,fashion,desktop,UK,13,2,0,1174,39,1,5,10.04,0,0,0,good,0,0,1,89,0
TXN000387,16087,684,54.27,purchase,health,mobile,US,6,6,1,1703,56,1,7,10.54,2,0,0,fair,0,0,0,33,0
TXN000388,84799,471,24.31,subscription,gaming,tablet,US,14,1,0,1507,50,1,12,23.32,7,1,0,good,0,0,0,53,0
TXN000389,90271,155,4.99,purchase,food_delivery,mobile,FR,23,2,0,3365,112,4,11,5.83,0,0,0,very_good,0,0,0,54,0
TXN000390,23795,504,60.53,bill_payment,electronics,mobile,DE,9,1,0,3152,105,0,5,52.14,1,0,3,good,0,0,0,88,0
TXN000391,77205,266,22.19,purchase,fashion,mobile,US,18,2,0,2829,94,6,13,23.62,3,0,0,good,0,0,0,38,0
TXN000392,26133,320,48.77,purchase,gaming,desktop,BR,18,4,0,81,2,1,12,49.79,0,0,0,fair,0,1,0,39,0
TXN000393,43048,890,89.19,purchase,gaming,tablet,IN,20,2,0,465,15,0,8,80.55,4,0,0,very_good,0,0,1,78,0
TXN000394,63943,738,45.2,purchase,food_delivery,mobile,US,17,2,0,1584,52,3,9,42.52,9,0,0,good,0,0,0,91,0
TXN000395,74792,220,49.18,subscription,education,desktop,UK,22,4,0,2269,75,2,10,64.17,0,0,0,fair,0,0,0,3,0
TXN000396,88709,865,16.76,purchase,fashion,tablet,US,17,5,1,2482,82,2,8,10.24,1,0,0,excellent,0,0,0,8,0
TXN000397,14030,616,69.14,purchase,utilities,mobile,IN,23,1,0,1082,36,2,9,78.26,0,0,0,very_good,0,0,0,94,0
TXN000398,27678,886,30.85,purchase,gaming,mobile,UK,17,0,0,403,13,1,11,16.84,0,0,0,very_good,0,0,1,45,0
TXN000399,35245,771,6.06,bill_payment,utilities,desktop,US,20,1,0,1198,39,2,9,4.01,0,0,1,very_good,0,0,0,56,0
TXN000400,37928,405,77.06,transfer,utilities,mobile,US,21,4,0,2891,96,1,12,97.0,1,0,0,good,0,0,0,91,0
TXN000401,99821,580,101.46,purchase,electronics,mobile,IN,23,6,1,3600,120,6,10,54.49,1,0,0,good,0,0,0,40,0
TXN000402,79965,577,138.8,purchase,health,desktop,US,14,1,0,3438,114,4,10,114.86,6,0,0,good,0,0,1,45,0
TXN000403,38837,747,258.2,purchase,gaming,mobile,FR,17,0,0,2165,72,1,11,415.29,0,0,1,very_good,0,0,0,85,0
TXN000404,97463,323,73.42,cash_out,gaming,tablet,US,23,3,0,332,11,1,9,88.67,15,0,0,excellent,0,0,0,74,0
TXN000405,54937,399,58.12,transfer,travel,desktop,IN,9,6,1,3532,117,2,7,39.45,15,0,0,good,0,0,0,70,0
TXN000406,55066,320,97.75,purchase,health,desktop,DE,2,3,0,559,18,3,9,71.38,1,0,0,good,0,0,1,37,0
TXN000407,49032,366,16.47,cash_out,gaming,mobile,DE,21,6,1,980,32,2,5,13.98,3,0,0,very_good,0,0,0,71,0
